checked_date,output_directory,png_count,pdf_count,svg_count,tiff_count,metadata_files,same_name_config_local,same_name_config_archived,example_png,scope
2026-09-06,outputs/Task1_3D_paper_candidates_1.1,5,0,0,0,outputs/Task1_3D_paper_candidates_1.1/figure_metadata.json,,,outputs/Task1_3D_paper_candidates_1.1/boeing747_task1_ivd_clusters.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task1_3D_paper_candidates_1.2,12,0,0,0,outputs/Task1_3D_paper_candidates_1.2/figure_metadata.json,,,outputs/Task1_3D_paper_candidates_1.2/boeing747_01_ivd_pathlines.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task1_3D_paper_candidates_1.3,12,0,0,0,outputs/Task1_3D_paper_candidates_1.3/figure_metadata.json,,,outputs/Task1_3D_paper_candidates_1.3/boeing747_01_ivd_pathlines.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task1_3D_paper_candidates_1.4,12,0,0,0,outputs/Task1_3D_paper_candidates_1.4/figure_metadata.json,,,outputs/Task1_3D_paper_candidates_1.4/boeing747_01_ivd_pathlines.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task1_3D_paper_candidates_1.5,12,0,0,0,outputs/Task1_3D_paper_candidates_1.5/figure_metadata.json,,,outputs/Task1_3D_paper_candidates_1.5/boeing747_01_ivd_pathlines.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task1_3D_paper_candidates_1.6,12,0,0,0,outputs/Task1_3D_paper_candidates_1.6/figure_metadata.json,,,outputs/Task1_3D_paper_candidates_1.6/boeing747_01_ivd_pathlines.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task1_3D_paper_candidates_1.7,12,0,0,0,outputs/Task1_3D_paper_candidates_1.7/figure_metadata.json,,,outputs/Task1_3D_paper_candidates_1.7/boeing747_01_ivd_pathlines.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task1_3D_paper_candidates_1.8,12,0,0,0,outputs/Task1_3D_paper_candidates_1.8/figure_metadata.json,,,outputs/Task1_3D_paper_candidates_1.8/boeing747_01_ivd_pathlines.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task1_3D_paper_candidates_1.9,12,0,0,0,outputs/Task1_3D_paper_candidates_1.9/figure_metadata.json,,,outputs/Task1_3D_paper_candidates_1.9/boeing747_01_ivd_pathlines.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task2_3D_horizontal_halfcylinder_1.0,2,0,0,0,outputs/Task2_3D_horizontal_halfcylinder_1.0/figure_metadata.json,,,outputs/Task2_3D_horizontal_halfcylinder_1.0/cylinder3d_task2_horizontal_clean.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task2_3D_horizontal_main_3.3,14,0,0,0,outputs/Task2_3D_horizontal_main_3.3/figure_metadata.json; outputs/Task2_3D_horizontal_main_3.3/figure_metadata_closeup.json,,,outputs/Task2_3D_horizontal_main_3.3/boeing747_task2_closeup_clean.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task3_3D_horizontal_halfcylinder_1.0,2,0,0,0,outputs/Task3_3D_horizontal_halfcylinder_1.0/figure_metadata.json,,,outputs/Task3_3D_horizontal_halfcylinder_1.0/cylinder3d_task3_horizontal_clean.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task3_3D_horizontal_main_3.2,14,0,0,0,outputs/Task3_3D_horizontal_main_3.2/figure_metadata.json; outputs/Task3_3D_horizontal_main_3.2/figure_metadata_closeup.json,,,outputs/Task3_3D_horizontal_main_3.2/boeing747_task3_closeup_clean.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task3_F22Anchored_visualization_1.2,1,0,0,0,,,,outputs/Task3_F22Anchored_visualization_1.2/f22_task3_anchored_ordinal04_index0106_seed50.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task3_multiflow_diagnostic_1.2,10,20,20,0,outputs/Task3_multiflow_diagnostic_1.2/manifest.json,,,outputs/Task3_multiflow_diagnostic_1.2/boeing747_task3_diagnostic.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Task5_3D_horizontal_main_1.1,8,0,0,0,outputs/Task5_3D_horizontal_main_1.1/figure_metadata.json,,,outputs/Task5_3D_horizontal_main_1.1/channel_task5_horizontal_clean.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task123_PaperTriptychs_1.1,12,12,12,6,outputs/Other_Task123_PaperTriptychs_1.1/delivery_manifest.json,config/Other_Task123_PaperTriptychs_1.1.json,,outputs/Other_Task123_PaperTriptychs_1.1/paper/tangaroa_task3_triptych.png,current uniform recipe replay; fixed snapshot examples; prediction data retained on Ibex
2026-09-06,outputs/Other_Task123_PaperTriptychs_1.2,39,36,36,18,outputs/Other_Task123_PaperTriptychs_1.2/delivery_manifest.json,config/Other_Task123_PaperTriptychs_1.2.json,,outputs/Other_Task123_PaperTriptychs_1.2/paper/boeing747_task1_triptych.png,"current uniform recipe; six flows; Task1 mode a, Task2/3 mode b; fixed snapshots; 3 overview PNG"
